"feature_type","osm_id","label","name","operator","source_geometry","longitude","latitude"
"park",NA,"Packard Park","Packard Park","City of Roseville","polygon",-82.954640925876,42.483563
"park",NA,"Moravian Park","Moravian Park","City of Sterling Heights","polygon",-82.9764896983863,42.546476
"park",NA,NA,NA,NA,"polygon",-83.2632469619298,42.4004848
"park",NA,NA,NA,NA,"polygon",-83.5307742718944,42.5511718
"park",NA,NA,NA,NA,"polygon",-83.5238485857939,42.5501658
"park",NA,"Macomb Gardens","Macomb Gardens",NA,"polygon",-82.9430476727278,42.4823402
"park",NA,"Prince Drewry Park","Prince Drewry Park",NA,"polygon",-82.8956472065623,42.54830625
"park",NA,"Goetz Park","Goetz Park",NA,"polygon",-82.9685287195966,42.45616165
"park",NA,"Wolverine Lake Access Site","Wolverine Lake Access Site","State of Michigan","polygon",-83.4841901499598,42.55921565
"park",NA,NA,NA,NA,"polygon",-83.5071666369583,42.4868927
"park",NA,"Coleman Park","Coleman Park",NA,"polygon",-83.7182604561865,42.4759201
"park",NA,"Bloomfield Square Hunter Park","Bloomfield Square Hunter Park",NA,"polygon",-83.3111356078522,42.5604794
"park",NA,"Ferguson Park","Ferguson Park",NA,"polygon",-83.3169552482332,42.562544
"park",NA,"Woodland Ridge Park & Nature Preserve","Woodland Ridge Park & Nature Preserve",NA,"polygon",-83.4148332479412,42.5618173
"park",NA,"El Moore Gardens","El Moore Gardens",NA,"polygon",-83.065640982017,42.34891845
"park",NA,"Boris Park","Boris Park","City of Fraser","polygon",-82.9626824025139,42.53793835
"park",NA,"Harrington Trails Park","Harrington Trails Park","City of Fraser","polygon",-82.9616761680117,42.5398348
"park",NA,"Pier Park","Pier Park",NA,"polygon",-82.8849292469596,42.40667575
"park",NA,"Bates Park","Bates Park",NA,"polygon",-83.0245342294398,42.53458035
"park",NA,"City Sculpture Park","City Sculpture Park","Robert Sestok","polygon",-83.0692166753264,42.34741105
"park",NA,"Redmond Plaza","Redmond Plaza",NA,"polygon",-83.0649457440862,42.34754455
"park",NA,NA,NA,NA,"polygon",-83.1700593007433,42.37537995
"park",NA,"Graham Park","Graham Park",NA,"polygon",-83.4833936907648,42.12388785
"park",NA,"Sandra Richardson Park","Sandra Richardson Park",NA,"polygon",-83.6924526275832,42.15359535
"park",NA,"Mary McCann Park","Mary McCann Park",NA,"polygon",-83.7146319354279,42.1646574
"park",NA,"Martin Luther King Jr. Memorial Park","Martin Luther King Jr. Memorial Park","Detroit Housing Commission","polygon",-83.0907194214722,42.36423125
"park",NA,NA,NA,NA,"polygon",-83.018359118881,42.33595385
"park",NA,"Cotton Wood Hollow Park","Cotton Wood Hollow Park",NA,"polygon",-83.4654712328517,42.327577
"park",NA,"Oakley Park Subdivision Beach","Oakley Park Subdivision Beach","Oakley Park Subdivision","polygon",-83.4983275758553,42.5695007
"park",NA,"Lakeside Commons","Lakeside Commons","Raintree Village Homeowners Association","polygon",-83.1111793520772,42.57090245
"park",NA,"Rotary Park","Rotary Park",NA,"polygon",-83.3827520587232,42.3147875
"park",NA,"Jules De Porre Park","Jules De Porre Park",NA,"polygon",-82.9029258273162,42.4438331
"park",NA,"Franklin Palmer Park","Franklin Palmer Park",NA,"polygon",-83.4738330042025,42.2981892
"park",NA,NA,NA,NA,"polygon",-83.1583161497957,42.48302055
"park",NA,NA,NA,NA,"polygon",-83.1601170065132,42.4876919
"park",NA,"Oxford Towers Park","Oxford Towers Park",NA,"polygon",-83.1796808192542,42.492289
"park",NA,"Lazenby Field","Lazenby Field",NA,"polygon",-83.1790399726675,42.4929461
"park",NA,"Dodge Park","Dodge Park","Village of South Rockwood","polygon",-83.2588433079845,42.0710232
"park",NA,NA,NA,NA,"polygon",-83.1548365830186,42.402784
"park",NA,NA,NA,NA,"polygon",-83.0472664520244,42.40075425
"park",NA,"Canton Country Acres Park","Canton Country Acres Park",NA,"polygon",-83.4641811717415,42.28854265
"park",NA,"Fargo-Fenton Park","Fargo-Fenton Park","City of Detroit","polygon",-83.2817139558739,42.43832345
"park",NA,"CCS Sculpture Garden","CCS Sculpture Garden",NA,"polygon",-83.063552553228,42.36102325
"park",NA,"Witherspoon Woods Park","Witherspoon Woods Park",NA,"polygon",-83.3950104818611,42.4819417
"park",NA,"Perchman Park","Perchman Park",NA,"polygon",-83.0913256780959,42.40182695
"park",NA,"Storen Park","Storen Park",NA,"polygon",-83.0896062722341,42.4076197
"park",NA,NA,NA,NA,"polygon",-83.2577239643797,42.38866595
"park",NA,"Raisinville Township River Raisin Access","Raisinville Township River Raisin Access",NA,"polygon",-83.5476679580898,41.9632497
"park",NA,NA,NA,NA,"polygon",-83.0254291976661,42.3544265
"park",NA,"James J. Pompo Park","James J. Pompo Park","City of Fraser","polygon",-82.9620538199942,42.53464665
"park",NA,NA,NA,NA,"polygon",-83.0919183186661,42.3225094
"park",NA,"Oudolf Garden Detroit","Oudolf Garden Detroit",NA,"polygon",-82.9886728015853,42.33574575
"park",NA,"Fargo-Oakfield Park","Fargo-Oakfield Park",NA,"polygon",-83.2153854976775,42.44027095
"park",NA,"Trombly Park","Trombly Park",NA,"polygon",-82.9728812536886,42.48170585
"park",NA,"Carpathia Park","Carpathia Park",NA,"polygon",-83.0647094562585,42.5697784
"park",NA,"Grant Park","Grant Park",NA,"polygon",-83.1581648984711,42.4502635
"park",NA,"Bosco Fields","Bosco Fields",NA,"polygon",-83.5183839990742,42.4783281
"park",NA,"Wagner Park","Wagner Park",NA,"polygon",-83.2446915326979,42.30548885
"park",NA,"Roxana Park","Roxana Park",NA,"polygon",-82.9301805984567,42.46965795
"park",NA,"Huntington Woods Park","Huntington Woods Park","Recreation Department, City of Royal Oak","polygon",-83.1531324819559,42.47969245
"park",NA,NA,NA,NA,"polygon",-83.3097788679395,42.3639183
"park",NA,"Potomac Village III Park","Potomac Village III Park",NA,"polygon",-83.3830770319434,42.546291
"park",NA,NA,NA,NA,"polygon",-83.4549226010005,42.29570525
"park",NA,NA,NA,NA,"polygon",-83.1788688561455,42.33560605
"park",NA,"North Corktown Commons","North Corktown Commons",NA,"polygon",-83.0738707092355,42.3397892
"park",NA,"VFW Park","VFW Park","City of Royal Oak Parks and Recreation","polygon",-83.1247886363105,42.4846242
"park",NA,NA,NA,NA,"polygon",-83.4839061669567,42.50065545
"park",NA,"Knox Court Park","Knox Court Park","First Independence National Bank","polygon",-83.1386534130772,42.3780041
"park",NA,"Hantz Playground","Hantz Playground",NA,"polygon",-82.99805987027,42.3719182
"park",NA,"Hill 'N Dale Park","Hill 'N Dale Park",NA,"polygon",-83.4669243553307,42.557583
"park",NA,"Fairway Park","Fairway Park","City of Birmingham","polygon",-83.2289966591532,42.53678155
"park",NA,"Bloomfield Village",NA,"Bloomfield Village","polygon",-83.2413941998384,42.5467542
"park",NA,NA,NA,NA,"polygon",-83.523203,42.2956309
"park",NA,"Fort Street Bridge Park","Fort Street Bridge Park",NA,"polygon",-83.1435240957465,42.29118325
"park",NA,"Wing Lake Park Island","Wing Lake Park Island",NA,"polygon",-83.294959813724,42.5483836
"park",NA,"Jefferson Tot Lot","Jefferson Tot Lot",NA,"polygon",-83.1691772971286,42.17381495
"park",NA,NA,NA,NA,"polygon",-83.0859839619631,42.3785169
"park",NA,NA,NA,NA,"polygon",-83.0829031566389,42.37606455
"park",NA,"Lions Club Park","Lions Club Park","Royal Oak Parks and Recreation Department","polygon",-83.1568292196071,42.5010333
"park",NA,NA,NA,NA,"polygon",-83.2409473535848,42.43220295
"park",NA,"Oxygen Alley","Oxygen Alley",NA,"polygon",-83.0344703337576,42.37133255
"park",NA,"Winter Park","Winter Park",NA,"polygon",-83.4565280814293,42.31796245
"park",NA,"Johnston Park","Johnston Park",NA,"polygon",-82.935277569407,42.44293755
"park",NA,"Danbury Park","Danbury Park",NA,"polygon",-82.9242916793518,42.44996425
"park",NA,"Forest Park","Forest Park",NA,"polygon",-83.0469081976096,42.3574028
"park",NA,"John R Park","John R Park",NA,"polygon",-83.1060557361267,42.5714145
"park",NA,"Miller Woods","Miller Woods",NA,"polygon",-83.5251526058516,42.3652023
"park",NA,NA,NA,NA,"polygon",-82.974548410321,42.36956965
"park",NA,NA,NA,NA,"polygon",-82.9964843258089,42.36441255
"park",NA,"Heritage IV Park","Heritage IV Park",NA,"polygon",-83.2512639200538,42.1279233
"park",NA,"Couzens-Outer Drive Park","Couzens-Outer Drive Park",NA,"polygon",-83.1754944174627,42.4207389
"park",NA,"Andover Park","Andover Park",NA,"polygon",-83.6399515160403,42.45215335
"park",NA,"Columbia Park","Columbia Park",NA,"polygon",-83.6382534012483,42.4540283
"park",NA,"Lyon Township Park","Lyon Township Park",NA,"polygon",-83.6089251408687,42.47850815
"park",NA,"Bristol Park","Bristol Park",NA,"polygon",-83.3621483806972,42.5064352
"park",NA,"Centennial Commons","Centennial Commons","Royal Oak","polygon",-83.1425441107638,42.4887732
"park",NA,"Flying Pilgrims RC club","Flying Pilgrims RC club",NA,"polygon",-83.5563722753668,42.280991
"park",NA,"E. V. Mercer Beach","E. V. Mercer Beach",NA,"polygon",-83.4826030356754,42.53140155
"park",NA,"Oak Island Park","Oak Island Park",NA,"polygon",-83.4799255791439,42.5593878
"park",NA,"Amenia Park","Amenia Park",NA,"polygon",-83.4899530686712,42.5487786
"park",NA,"Veterans Memorial Park","Veterans Memorial Park",NA,"polygon",-83.4721372116628,42.53920285
"park",NA,"Pratt Park","Pratt Park",NA,"polygon",-83.4728987909296,42.5391181
"park",NA,"Novi Northwest Park","Novi Northwest Park",NA,"polygon",-83.5466314540194,42.49102085
"park",NA,"Former Ford Water Treatment Plant","Former Ford Water Treatment Plant",NA,"polygon",-83.602083931383,42.2307848
"park",NA,"Chase Farms Park","Chase Farms Park","Chase Farms Homeowners Association","polygon",-83.4647215706566,42.44451075
"park",NA,"Heritage 1 Park","Heritage 1 Park","City of Woodhaven","polygon",-83.2517933339555,42.13366835
"park",NA,"Schulak Farm","Schulak Farm",NA,"polygon",-83.4133917775771,42.5409365
"park",NA,"Lily Pad Springs","Lily Pad Springs",NA,"polygon",-83.3818081270633,42.54668885
"park",NA,"Baldwin Well Site","Baldwin Well Site",NA,"polygon",-83.2243194062323,42.54582535
"park",NA,"Quarton Tennis Courts","Quarton Tennis Courts",NA,"polygon",-83.2384824849642,42.55213785
"park",NA,"Linn-Smith Park","Linn-Smith Park",NA,"polygon",-83.2256363655724,42.5394063
"park",NA,"Pump House Park","Pump House Park",NA,"polygon",-83.2288717141657,42.53335595
"park",NA,NA,NA,NA,"polygon",-83.0916162959766,42.36450375
"park",NA,"Gingham Dog Tot Park","Gingham Dog Tot Park",NA,"polygon",-83.2147243491034,42.27576845
"park",NA,"P. Terry and Barbara Knight Park","P. Terry and Barbara Knight Park",NA,"polygon",-83.1448045955514,42.56941405
"park",NA,"Beaver Trail Park","Beaver Trail Park",NA,"polygon",-83.0989954617293,42.56951085
"park",NA,"Baker Park","Baker Park",NA,"polygon",-83.1557291540594,42.53858325
"park",NA,"Sylvester Tot Lot","Sylvester Tot Lot",NA,"polygon",-83.1013375119383,42.45037215
"park",NA,"Lessenger Park","Lessenger Park",NA,"polygon",-83.1716481511963,42.456299
"park",NA,"Dewey Park","Dewey Park",NA,"polygon",-83.1950640576336,42.4526615
"park",NA,"Key Park","Key Park",NA,"polygon",-83.1730352883243,42.46251065
"park",NA,"Sherman Pocket Park","Sherman Pocket Park",NA,"polygon",-83.1558053,42.4604424
"park",NA,"Seneca Pocket Park","Seneca Pocket Park",NA,"polygon",-83.1682849889549,42.46045095
"park",NA,"Harding Tot Lot","Harding Tot Lot",NA,"polygon",-83.1989139654354,42.4863881
"park",NA,"Harding Tot Lot","Harding Tot Lot",NA,"polygon",-83.1995943157963,42.48630165
"park",NA,"Tyler Park","Tyler Park",NA,"polygon",-83.1933162047978,42.4843996
"park",NA,"Gillham Recreation Center","Gillham Recreation Center",NA,"polygon",-83.1743570801353,42.4851561
"park",NA,"Huntington Woods Men's Club Field","Huntington Woods Men's Club Field",NA,"polygon",-83.1761643609919,42.488529
"park",NA,"Plymouth Kiwanis Clubs Point Park","Plymouth Kiwanis Clubs Point Park",NA,"polygon",-83.5125344344379,42.36020445
"park",NA,"Fulton Park","Fulton Park",NA,"polygon",-83.2017979470072,42.525943
"park",NA,"Troy Historic Village","Troy Historic Village",NA,"polygon",-83.1495327742584,42.57818535
"park",NA,NA,NA,NA,"polygon",-83.1888236589725,42.5774171
"park",NA,NA,NA,NA,"polygon",-83.2152062858428,42.54825045
"park",NA,NA,NA,NA,"polygon",-83.1765318490385,42.5597
"park",NA,"Village Center Park","Village Center Park",NA,"polygon",-83.5014242546157,42.3530458
"park",NA,"Wigle New Park","Wigle New Park",NA,"polygon",-83.0672351443528,42.3450881
"park",NA,NA,NA,NA,"polygon",-83.1257654867053,42.5642081
"park",NA,"7 Mile Road Park","7 Mile Road Park",NA,"polygon",-83.4528382997945,42.4203659
"park",NA,"Hanridge Park","Hanridge Park","Carriage Hills Homeowners Association","polygon",-83.4821731317359,42.3282624
"park",NA,NA,NA,NA,"polygon",-83.4743557579152,42.34117045
"park",NA,"Meadowview Park","Meadowview Park",NA,"polygon",-82.9808154136619,42.570006
"park",NA,"Kenneth L. Wolf Park","Kenneth L. Wolf Park",NA,"polygon",-83.00005542441,42.5777909
"park",NA,NA,NA,NA,"polygon",-83.2136311511956,42.3201616
"park",NA,"Lions Park","Lions Park",NA,"polygon",-82.9515345214972,42.5072365
"park",NA,"Somerset Park","Somerset Park",NA,"polygon",-82.930412394661,42.53228045
"park",NA,"Big Beaver Road Park","Big Beaver Road Park",NA,"polygon",-83.0917620344942,42.5635039
"park",NA,"Red Pole Park","Red Pole Park",NA,"polygon",-83.2534412908413,42.48113905
"park",NA,"City Centre Plaza","City Centre Plaza",NA,"polygon",-83.2440482508778,42.4815543
"park",NA,NA,NA,NA,"polygon",-83.7033730250418,42.1926768
"park",NA,NA,NA,NA,"polygon",-83.3154602194872,42.39211315
"park",NA,"Hull's Trace Park","Hull's Trace Park","National Park Service","polygon",-83.2131437458719,42.04341925
"park",NA,"Dearborn Peace Park East","Dearborn Peace Park East",NA,"polygon",-83.1777285338538,42.3212828
"park",NA,"Westland Historic Village Park","Westland Historic Village Park",NA,"polygon",-83.3902348759792,42.31552065
"park",NA,"Hubbard Park","Hubbard Park","City of Westland","polygon",-83.3603347389076,42.2989927
"park",NA,"St. John's Lodge No. 44 Community Park","St. John's Lodge No. 44 Community Park","City of Romulus","polygon",-83.3519259928766,42.26172405
"park",NA,"Rolling Oaks Commons","Rolling Oaks Commons",NA,"polygon",-83.5159828900943,42.3793761
"park",NA,"Timber Crest Park","Timber Crest Park",NA,"polygon",-83.5280489300411,42.3776717
"park",NA,"Westbriar Park South","Westbriar Park South",NA,"polygon",-83.4974126099799,42.3528772
"park",NA,"Community Playscape","Community Playscape",NA,"polygon",-83.1543509624109,42.12927355
"park",NA,"Macomb Commons","Macomb Commons",NA,"polygon",-83.1587617269137,42.13043455
"park",NA,"Emily's Way","Emily's Way",NA,"polygon",-83.1509354364282,42.1108503
"park",NA,"Lowrie Greenway Park","Lowrie Greenway Park",NA,"polygon",-83.1584002615857,42.1347305
"park",NA,"Bike Path Park","Bike Path Park",NA,"polygon",-83.158005427905,42.1366047
"park",NA,"Waterfront Park","Waterfront Park",NA,"polygon",-83.140903956208,42.1261733
"park",NA,"Harris Park","Harris Park",NA,"polygon",-83.484366418468,42.22881995
"park",NA,NA,NA,NA,"polygon",-83.1773411955886,42.2817985
"park",NA,"Frederick Park","Frederick Park",NA,"polygon",-82.9147275880926,42.4645997
"park",NA,"Fairlane Park","Fairlane Park",NA,"polygon",-82.9275922234237,42.45613095
"park",NA,"Rein Park","Rein Park",NA,"polygon",-82.9595301631512,42.46623705
"park",NA,NA,NA,NA,"polygon",-82.9504473636624,42.47090075
"park",NA,"Shadyside Park","Shadyside Park",NA,"polygon",-82.8781816452664,42.5834622
"park",NA,"Masons Corner","Masons Corner",NA,"polygon",-83.3766842449183,42.4651568
"park",NA,"Ataturk Park","Ataturk Park",NA,"polygon",-83.5196813788268,42.50306475
"park",NA,"Circle Forest","Circle Forest",NA,"polygon",-83.03711945,42.3738312
"park",NA,"Washington Elementary Playground","Washington Elementary Playground",NA,"polygon",-83.1690656778538,42.2064433
"park",NA,"Jefferson Elementary Playground","Jefferson Elementary Playground",NA,"polygon",-83.1698579355909,42.2179459
"park",NA,NA,NA,NA,"polygon",-83.6735009960627,42.22846745
"park",NA,"State Fair Park","State Fair Park",NA,"polygon",-83.1113726511801,42.4389792
"park",NA,"Royal Oak Township Park","Royal Oak Township Park",NA,"polygon",-83.1628100448291,42.4496853
"park",NA,"Joseph Waltz Memorial Park","Joseph Waltz Memorial Park","Huron Charter Township","polygon",-83.3953599231437,42.0984067
"park",NA,"Kenneth E. Berlinn Memorial Park","Kenneth E. Berlinn Memorial Park","Huron Charter Township","polygon",-83.3945637154448,42.16004715
"park",NA,"Village Park","Village Park",NA,"polygon",-83.5134085756777,42.3963399
"park",NA,"Zukonik Pumping Station Park","Zukonik Pumping Station Park","City of Ecorse","polygon",-83.1458066115123,42.24443355
"park",NA,"Cambridge Tot Lot","Cambridge Tot Lot","City of Trenton","polygon",-83.1899010534835,42.14619635
"park",NA,NA,NA,NA,"polygon",-83.2837422723967,42.5101062
"park",NA,NA,NA,NA,"polygon",-83.2840362657679,42.5107289
"park",NA,NA,NA,NA,"polygon",-83.2839814033432,42.50954905
"park",NA,NA,NA,NA,"polygon",-82.9234754987578,42.4997284
"park",NA,"Garden and Statue of St. Mary","Garden and Statue of St. Mary",NA,"polygon",-83.6178034619403,42.2455437
"park",NA,NA,NA,NA,"polygon",-83.4702045924079,42.5324942
"park",NA,"Riverside Park","Riverside Park",NA,"polygon",-83.2423933725225,42.52731995
"park",NA,NA,NA,NA,"polygon",-83.1950243807926,42.51059865
"park",NA,"Sibley Prairie Nature Preserve - West Prairie","Sibley Prairie Nature Preserve - West Prairie","Southeast Michigan Land Conservancy","polygon",-83.2913457634365,42.1416427
"park",NA,"Haggerty Neighborhood Park","Haggerty Neighborhood Park",NA,"polygon",-83.4526692481796,42.2296484
"park",NA,"Arbor Oak South Park","Arbor Oak South Park",NA,"polygon",-83.324801348219,42.4528259
"park",NA,"Bloomfield Village",NA,"Bloomfield Village","polygon",-83.2433420707078,42.55042955
"park",NA,NA,NA,NA,"polygon",-83.0758777693548,42.32904235
"park",NA,NA,NA,NA,"polygon",-83.4601011872045,42.3174753
"park",NA,NA,NA,NA,"polygon",-82.9617660109784,42.45703935
"park",NA,"Castador Park","Castador Park",NA,"polygon",-83.0020858467734,42.3912796
"park",NA,"Dunbarton Pines - West Park","Dunbarton Pines - West Park",NA,"polygon",-83.4904168138469,42.45552525
"park",NA,"Dunbarton Pines Central Park","Dunbarton Pines Central Park",NA,"polygon",-83.4880949562287,42.45494265
"park",NA,"Dunbarton Pines East Park","Dunbarton Pines East Park",NA,"polygon",-83.485737991736,42.45557155
"park",NA,"Dunbarton Pines South Park","Dunbarton Pines South Park",NA,"polygon",-83.4896867445165,42.45434845
"park",NA,"Alton Park","Alton Park",NA,"polygon",-83.4907085237718,42.4525844
"park",NA,"Ze Mound","Ze Mound",NA,"polygon",-83.0279014016729,42.33215415
"park",NA,NA,NA,NA,"polygon",-83.5295531879528,42.30933885
"park",NA,NA,NA,NA,"polygon",-82.95083695,42.39253185
"park",NA,"Elks Park","Elks Park",NA,"polygon",-83.1696909622916,42.5263714
"park",NA,"Somerset Park Apartments",NA,"Somerset Park Apartments","polygon",-83.1805886545474,42.5532985
"park",NA,"LaNita's Memorial Park","LaNita's Memorial Park","My Community Speaks","polygon",-83.1135164,42.34711925
"park",NA,"Sunflower Village Commons","Sunflower Village Commons",NA,"polygon",-83.4991940184852,42.3312809
"park",NA,"Timbercrest Trails","Timbercrest Trails",NA,"polygon",-83.335770684835,42.49337565
"park",NA,"Spring Lake Heights Beach","Spring Lake Heights Beach",NA,"polygon",-83.5013649097805,42.5527244
"park",NA,"Island Lake of Novi - Harbor Park","Island Lake of Novi - Harbor Park",NA,"polygon",-83.5529363171821,42.47563775
"park",NA,NA,NA,NA,"polygon",-83.1479387262128,42.3485615
"park",NA,NA,NA,NA,"polygon",-83.1481157421524,42.35607075
"park",NA,NA,NA,NA,"polygon",-83.5698323218086,42.18331535
"park",NA,"Bayside Beach","Bayside Beach",NA,"polygon",-83.4167734568443,42.573358
"park",NA,NA,NA,NA,"polygon",-83.4080991150613,42.57321145
"park",NA,"Upper Pines Park","Upper Pines Park",NA,"polygon",-83.4153042617291,42.5718881
"park",NA,NA,NA,NA,"polygon",-83.4747053139769,42.2360526
"park",NA,NA,NA,NA,"polygon",-83.3982518068984,42.57366915
"park",NA,"Beacon Hill Park","Beacon Hill Park",NA,"polygon",-82.8884414640175,42.39805255
"park",NA,"Calvert Park","Calvert Park",NA,"polygon",-83.1014980413167,42.3840679
"park",NA,"Dixie Highway Boating Access Site","Dixie Highway Boating Access Site","Michigan Department of Natural Resources","polygon",-83.2863166330289,41.99459685
"park",NA,"Beebe's Corner Park","Beebe's Corner Park",NA,"polygon",-83.0481639698396,42.5282642
"park",NA,NA,NA,NA,"polygon",-83.1482466960746,42.36301475
"park",NA,NA,NA,NA,"polygon",-82.986152736266,42.3816029
"park",NA,"Cora Park","Cora Park","City of Trenton","polygon",-83.2161718773836,42.13746855
"park",NA,"Rotary Park","Rotary Park","City of Trenton","polygon",-83.1743225560741,42.14643475
"park",NA,"Southwick Square Park","Southwick Square Park","City of Trenton","polygon",-83.1956501957452,42.1296218
"park",NA,"Sycklelmoore Tot Lot","Sycklelmoore Tot Lot","City of Trenton","polygon",-83.1983915830608,42.13418825
"park",NA,"Williamson Park","Williamson Park","City of Trenton","polygon",-83.2036812525924,42.12104115
"park",NA,"Ecorse Boat Ramp","Ecorse Boat Ramp","City of Ecorse","polygon",-83.1474604027541,42.23626535
"park",NA,"Beach and Cicotte Park","Beach and Cicotte Park","City of Ecorse","polygon",-83.1487363667194,42.24650085
"park",NA,"Salliotte and 12th Park","Salliotte and 12th Park","City of Ecorse","polygon",-83.1534333693404,42.25450565
"park",NA,"Senior Citizen Park","Senior Citizen Park","City of Ecorse","polygon",-83.1478037163473,42.23599895
"park",NA,"Bernard Popp Municipal Field","Bernard Popp Municipal Field","City of Ecorse","polygon",-83.1469199080005,42.24475405
"park",NA,"Ecorse Housing Park","Ecorse Housing Park","City of Ecorse","polygon",-83.145246423502,42.25659445
"park",NA,"Macomb County",NA,"Macomb County","polygon",-82.8754998128786,42.46363425
"park",NA,"Marchar Road Ending Public Lake Access","Marchar Road Ending Public Lake Access",NA,"polygon",-83.4829722548871,42.55989415
"park",NA,NA,NA,NA,"polygon",-83.6064914189782,42.1825959
"park",NA,NA,NA,NA,"polygon",-83.6035047535819,42.1784316
"park",NA,NA,NA,NA,"polygon",-83.1520882746756,42.5553699
"park",NA,NA,NA,NA,"polygon",-83.190684413542,42.2562557
"park",NA,"Reindel Park","Reindel Park","City of Fraser","polygon",-82.942252953752,42.52655145
"park",NA,"Pickle Park","Pickle Park",NA,"polygon",-83.5078775113947,42.2117869
"park",NA,"'42E Plaza","'42E Plaza",NA,"polygon",-83.714883348717,42.2928437
"park",NA,NA,NA,NA,"polygon",-83.5382759352156,42.2993861
"park",NA,"Huron Landing Park","Huron Landing Park","City of Ypsilanti","polygon",-83.6055358488018,42.235013
"park",NA,"Library Plaza","Library Plaza","Ypsilanti District Library","polygon",-83.6154831487697,42.2407675
"park",NA,NA,NA,NA,"polygon",-83.0999967694055,42.49113245
"park",NA,"Dinan Park","Dinan Park",NA,"polygon",-83.3767088362585,42.4645863
"park",NA,"Rotary Park","Rotary Park","City of Sterling Heights","polygon",-82.9721100605146,42.5718378
"park",NA,"Windmill Park","Windmill Park",NA,"polygon",-83.2858092495514,42.5496242
"park",NA,"Meadows Park","Meadows Park","City of Fraser","polygon",-82.9669757147392,42.5460946
"park",NA,NA,NA,NA,"polygon",-83.4759298469682,42.5596114
"park",NA,"ITC Maple Grove Park","ITC Maple Grove Park","ITC Transmission","polygon",-83.1801883472394,42.3403931
"park",NA,"Casey / Barone Park","Casey / Barone Park",NA,"polygon",-83.0984634,42.39165325
"park",NA,NA,NA,NA,"polygon",-83.6189236691507,42.2355384
"park",NA,"Franklin Historical Museum Nature Preserve","Franklin Historical Museum Nature Preserve",NA,"polygon",-83.304491638408,42.5131675
"park",NA,"Wildflower Park","Wildflower Park",NA,"polygon",-83.6434543738515,42.49785825
"park",NA,"Martindale Meadows Park","Martindale Meadows Park",NA,"polygon",-83.6464651463707,42.50017345
"park",NA,NA,NA,NA,"polygon",-83.2743093790978,42.5295267
"park",NA,"Sudman School Site","Sudman School Site",NA,"polygon",-83.2259118937379,42.25968075
"park",NA,"Vista Overlook","Vista Overlook",NA,"polygon",-83.4379047600075,42.56732565
"park",NA,NA,NA,NA,"polygon",-83.4341840222595,42.5668934
"park",NA,NA,NA,NA,"polygon",-83.4331461155987,42.56708745
"park",NA,"Walnut Glen Park","Walnut Glen Park",NA,"polygon",-83.431670665545,42.5653809
"park",NA,"Maple Mill Park","Maple Mill Park",NA,"polygon",-83.4345156621135,42.56875335
"park",NA,NA,NA,NA,"polygon",-83.4255262711238,42.5695824
"park",NA,"Middledale Park","Middledale Park",NA,"polygon",-83.4228023154545,42.56905515
"park",NA,"Chelsea Park","Chelsea Park",NA,"polygon",-83.428669968068,42.5689669
"park",NA,"Park Ridge South","Park Ridge South",NA,"polygon",-83.4282571190613,42.5607418
"park",NA,NA,NA,NA,"polygon",-83.4266849252587,42.5527578
"park",NA,"Chapel Courtyard","Chapel Courtyard",NA,"polygon",-83.6555698128378,42.265612
"park",NA,"Birmingham Schools Environmental Center","Birmingham Schools Environmental Center",NA,"polygon",-83.2746469436068,42.5184648
"park",NA,"Bently Park North","Bently Park North",NA,"polygon",-83.4244399754464,42.54668215
"park",NA,"Bently Park South","Bently Park South",NA,"polygon",-83.4244368213912,42.5454929
"park",NA,NA,NA,NA,"polygon",-83.4256199292966,42.547218
"park",NA,NA,NA,NA,"polygon",-83.2748790292084,42.5285705
"park",NA,NA,NA,NA,"polygon",-83.5054846986478,42.54515505
"park",NA,NA,NA,NA,"polygon",-83.3371904558025,42.55713645
"park",NA,NA,NA,NA,"polygon",-83.3317534562247,42.55531685
"park",NA,"Walnut Lake Estates Sub II Park","Walnut Lake Estates Sub II Park",NA,"polygon",-83.3249991938462,42.5612279
"park",NA,"Watergate Park","Watergate Park",NA,"polygon",-83.3266978629318,42.56762685
"park",NA,"Hickory Hill","Hickory Hill",NA,"polygon",-83.5250485505244,42.55227835
"park",NA,NA,NA,NA,"polygon",-83.4160474083333,42.57454525
"park",NA,NA,NA,NA,"polygon",-83.4095412154328,42.57217775
"park",NA,NA,NA,NA,"polygon",-83.400391352825,42.57297965
"park",NA,NA,NA,NA,"polygon",-83.2942637362863,42.5506376
"park",NA,NA,NA,NA,"polygon",-83.2869306660376,42.5543343
"park",NA,NA,NA,NA,"polygon",-83.2991399672122,42.555858
"park",NA,NA,NA,NA,"polygon",-83.2970571565828,42.55616335
"park",NA,NA,NA,NA,"polygon",-83.125873276808,42.44705125
"park",NA,NA,NA,NA,"polygon",-83.455797044438,42.329371
"park",NA,NA,NA,NA,"polygon",-83.4558076720149,42.33230235
"park",NA,"Jeanne M Stine Community Park","Jeanne M Stine Community Park","City of Troy","polygon",-83.150867503424,42.567065
"park",NA,"Wendbrook Park","Wendbrook Park",NA,"polygon",-83.2569243368644,42.51465865
"park",NA,"Ravine Park","Ravine Park",NA,"polygon",-83.6632725252154,42.30689745
"park",NA,"Brandon Park","Brandon Park",NA,"polygon",-83.656840673535,42.3140424
