"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value","type","edf","ref_df"
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"small",-0.016979,0.020942,-0.810731,0.417541,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"large",0.028419,0.022919,1.23999,0.215011,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"largest",0.089172,0.040222,2.216972,0.02665,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"two_plus_baths",0.105432,0.046533,2.265762,0.023489,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"powder_room",0.025385,0.022315,1.137568,0.255331,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"good",0.229963,0.036497,6.300942,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"fair",-0.166623,0.012158,-13.705072,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"poor",-0.271951,0.029207,-9.311243,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"very_poor_unsound",-0.234694,0.070397,-3.33387,0.00086,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"qabove_avg",0.185036,0.042274,4.377049,1.2e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"qbelow_avg",-0.072967,0.013762,-5.301908,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"crawl",-0.055479,0.039685,-1.397991,0.16215,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"slab",-0.164969,0.046984,-3.511203,0.000448,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"fireplace",0.06836,0.012636,5.409847,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"hot_water",0.051131,0.019199,2.663216,0.007753,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"elec_baseboard",-0.11628,0.203992,-0.570024,0.568675,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"wall",-0.16828,0.079302,-2.122018,0.033863,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"central_air",0.06935,0.012326,5.626504,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R102",-0.209963,0.129117,-1.626148,0.103953,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R103",0.087097,0.113835,0.765113,0.444224,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R104",-0.001493,0.103963,-0.014362,0.988541,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R105",-0.238344,0.107426,-2.218669,0.026534,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R106",-0.222009,0.114792,-1.934012,0.053143,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R107",-0.118593,0.154658,-0.766805,0.443218,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R108",-0.322886,0.107981,-2.990212,0.002795,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R109",-0.07768,0.103868,-0.747877,0.454554,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R110",-0.076414,0.114181,-0.669237,0.503361,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R111",-0.167659,0.178127,-0.941229,0.346612,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R112",-0.033154,0.125726,-0.263697,0.79202,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R113",-0.552172,0.125597,-4.396395,1.1e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R114",-0.25595,0.117233,-2.183256,0.029042,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R115",0.127415,0.124386,1.024353,0.305696,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R116",0.261068,0.110998,2.351998,0.018694,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R117",-0.046427,0.106805,-0.434693,0.663795,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R118",-0.161358,0.109976,-1.467216,0.142352,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R119",-0.307393,0.116927,-2.628933,0.00858,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R120",-0.031542,0.123276,-0.255865,0.798061,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R121",-0.092749,0.1076,-0.86198,0.388721,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R122",-0.326924,0.110337,-2.962956,0.003055,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R123",-0.143442,0.119594,-1.199412,0.230399,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R124",-0.604481,0.148434,-4.07239,4.7e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R125",-0.10219,0.13412,-0.761927,0.446123,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R126",0.31317,0.110704,2.828891,0.004681,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R127",-0.295947,0.126408,-2.341205,0.019243,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R128",-0.455843,0.111247,-4.097578,4.2e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R129",-0.083835,0.117917,-0.710966,0.477124,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R130",-0.685073,0.338281,-2.025162,0.04288,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R131",-0.084141,0.178561,-0.471217,0.637497,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R132",0.069092,0.121335,0.569433,0.569076,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R133",-0.308144,0.139905,-2.202527,0.027653,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R134",0.192756,0.128574,1.49918,0.133862,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R135",-0.160929,0.112999,-1.424159,0.154435,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R136",-0.182445,0.108427,-1.682662,0.092475,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf1R137",-0.766358,0.142201,-5.389265,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R201",-0.16665,0.104849,-1.589424,0.111999,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R202",-0.081415,0.118926,-0.684583,0.493624,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R203",0.043847,0.10583,0.414311,0.678656,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R204",0.240381,0.173895,1.382335,0.166903,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R205",-0.144023,0.109335,-1.317264,0.187783,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R206",0.24765,0.330972,0.748251,0.454328,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R207",-0.073166,0.146147,-0.500633,0.616641,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R208",0.589311,0.139377,4.228179,2.4e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R209",0.370142,0.191642,1.931425,0.053462,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R210",0.909882,0.233629,3.894556,9.9e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R212",-0.121295,0.10385,-1.167991,0.242841,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf2R213",0.030586,0.106658,0.286764,0.774299,"parametric",NA,NA
