"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","sigma","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value"
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"fair",-0.17638,0.021578,-8.17416,0
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"poor",-0.244487,0.059442,-4.11303,4e-05
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"very_poor_unsound",-0.648005,0.127537,-5.080927,0
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"qabove_avg",0.355905,0.039264,9.064311,0
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"qbelow_avg",-0.053287,0.023022,-2.314569,0.020708
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"yb_pre_1929",-0.273429,0.026072,-10.487549,0
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"yb_1946_to_1960",0.043934,0.020811,2.111122,0.034849
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"yb_post_1961",0.115846,0.058281,1.987705,0.04694
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"crawl",-0.313415,0.132712,-2.361626,0.018262
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"ln_garagespaces",0.078354,0.022221,3.526171,0.000428
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"fireplace",0.151014,0.0208,7.260294,0
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"hot_water",0.072102,0.030986,2.326941,0.020038
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"central_air",0.064354,0.022571,2.851212,0.004387
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"months_1to9",0.007616,0.004056,1.877697,0.060525
"coefficient","d2_mod_time_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.467858,0.218891,0.213937,0.455138,164.745503,587.892373,752.637876,18,2838,2856,9.152528,0.20715,44.183043,0,0.455138,3630.944891,3750.095439,0.453622,0.372983,"months_10to16",0.023529,0.003759,6.259862,0
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"(Intercept)",11.176449,0.032743,341.338716,0
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"ln_landratio",0.204702,0.04404,4.648139,4e-06
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"ln_base_bldgsize_ratio",0.709415,0.060235,11.777425,0
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"half_duplex1story",-0.288744,0.084753,-3.4069,0.000666
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"half_duplex2story",-0.239383,0.079174,-3.023501,0.002521
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"two_plus_baths",0.159481,0.053032,3.007243,0.002659
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"powder_room",0.065987,0.028012,2.355673,0.018557
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"good",0.285019,0.069222,4.117479,3.9e-05
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"fair",-0.176636,0.021528,-8.204865,0
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"poor",-0.245491,0.059265,-4.142272,3.5e-05
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"very_poor_unsound",-0.660897,0.127281,-5.192403,0
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"qabove_avg",0.313985,0.045528,6.896552,0
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"qbelow_avg",-0.077677,0.024907,-3.118722,0.001835
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"yb_pre_1929",-0.271199,0.025437,-10.661738,0
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"crawl",-0.294952,0.131961,-2.23515,0.025485
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"ln_garagespaces",0.053968,0.022718,2.375611,0.017586
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"fireplace",0.136422,0.020914,6.52314,0
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"hot_water",0.072891,0.031393,2.321912,0.020308
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"central_air",0.060882,0.022581,2.696152,0.007056
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"months_1to9",0.007411,0.004048,1.830901,0.06722
"coefficient","d2_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.683137,0.466676,0.462915,0.453968,511.423957,584.463009,1095.886965,20,2836,2856,25.571198,0.206087,124.079567,0,0.453968,3618.230296,3749.295899,0.452297,0.371394,"months_10to16",0.02344,0.003753,6.244966,0
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"(Intercept)",11.102233,0.029016,382.623025,0
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ln_landratio",0.15022,0.047365,3.171551,0.001533
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ln_base_bldgsize_ratio",0.661525,0.054268,12.189955,0
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"half_duplex1story",-0.263204,0.080664,-3.262967,0.001116
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"half_duplex2story",-0.195384,0.075027,-2.604167,0.009258
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"largest",0.059159,0.031689,1.866877,0.062023
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"good",0.24466,0.065628,3.727971,0.000197
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"fair",-0.174238,0.020446,-8.521703,0
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"poor",-0.189388,0.055999,-3.381976,0.00073
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"very_poor_unsound",-0.623976,0.124638,-5.006318,1e-06
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"qabove_avg",0.125458,0.047575,2.637034,0.008409
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"qbelow_avg",-0.04464,0.026243,-1.701019,0.08905
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"yb_pre_1929",-0.097532,0.026401,-3.694324,0.000225
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"crawl",-0.275447,0.125162,-2.200732,0.027836
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ln_garagespaces",0.070714,0.021191,3.336918,0.000858
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"fireplace",0.073316,0.020728,3.537051,0.000411
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"hot_water",0.049673,0.029367,1.691446,0.090862
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"elec_baseboard",0.804184,0.447121,1.798585,0.072192
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ecf_2R202",0.177957,0.058813,3.025821,0.002502
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ecf_2R203",0.245228,0.036321,6.751749,0
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ecf_2R204",0.330398,0.122013,2.707904,0.006812
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ecf_2R205",0.108893,0.036662,2.970167,0.003002
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ecf_2R206",0.520882,0.302387,1.72257,0.085076
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ecf_2R207",0.24923,0.070264,3.547039,0.000396
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ecf_2R208",0.807321,0.090479,8.922742,0
"coefficient","d2_mod_base_23_25","data",NA,NA,"2026-04-01 21:10:01 UTC",NA,2857,0.731876,0.535642,0.528376,0.425404,587.003528,508.883437,1095.886965,44,2812,2856,13.340989,0.180969,73.719951,0,0.425404,3270.608637,3544.654897,0.42204,0.350459,"ecf_2R209",0.575012,0.161024,3.570968,0.000362
