"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","sigma","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value"
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"large",-0.052507,0.031038,-1.691704,0.090841
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"largest",-0.110614,0.047072,-2.349856,0.018867
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"good",0.435064,0.095482,4.556518,5e-06
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"fair",-0.192723,0.027296,-7.060458,0
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"poor",-0.33005,0.067848,-4.864588,1e-06
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"very_poor_unsound",-0.39296,0.117663,-3.339695,0.000852
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"qabove_avg",0.349652,0.137289,2.546829,0.010937
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"qbelow_avg",-0.070881,0.03209,-2.208801,0.027289
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"yb_1946_to_1960",0.104041,0.027567,3.77418,0.000165
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"yb_post_1961",-0.254013,0.06511,-3.901285,9.8e-05
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"ln_garagespaces",0.119209,0.031511,3.783128,0.000159
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"fireplace",0.150437,0.025392,5.924651,0
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"hot_water",0.099731,0.040602,2.456342,0.014111
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"central_air",0.128549,0.030674,4.190737,2.9e-05
"coefficient","d4_mod_time_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.340983,0.11627,0.109184,0.520238,79.940459,607.602952,687.543411,18,2245,2263,4.441137,0.270647,16.409321,0,0.520238,3486.96322,3601.460989,0.51805,0.421027,"months_10to16",0.020127,0.003664,5.493416,0
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"(Intercept)",10.851451,0.035543,305.308369,0
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"ln_landratio",0.337953,0.062865,5.375843,0
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"ln_base_bldgsize_ratio",0.850209,0.077199,11.013288,0
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"smallest",0.185311,0.056833,3.260608,0.001128
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"small",0.096072,0.038704,2.482256,0.013128
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"good",0.441916,0.097701,4.523147,6e-06
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"fair",-0.185317,0.027126,-6.831731,0
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"poor",-0.322088,0.067418,-4.777442,2e-06
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"very_poor_unsound",-0.380407,0.116963,-3.252359,0.001161
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"qabove_avg",0.324367,0.136865,2.369982,0.017873
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"qbelow_avg",-0.070221,0.032049,-2.191056,0.02855
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"yb_1946_to_1960",0.085682,0.027641,3.099811,0.00196
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"yb_post_1961",-0.232922,0.064416,-3.615875,0.000306
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"slab",-0.312819,0.181662,-1.721983,0.08521
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"ln_garagespaces",0.099129,0.031695,3.12761,0.001785
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"fireplace",0.141876,0.025367,5.592877,0
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"hot_water",0.095473,0.040034,2.384789,0.017171
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"central_air",0.119004,0.030478,3.904649,9.7e-05
"coefficient","d4_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.508295,0.258364,0.252418,0.517044,209.080509,600.166493,809.247002,18,2245,2263,11.615584,0.267335,43.449586,0,0.517044,3459.083136,3573.580904,0.51487,0.418676,"months_10to16",0.019162,0.003577,5.35707,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"(Intercept)",10.778337,0.037545,287.081263,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ln_landratio",0.108691,0.059649,1.822185,0.068561
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ln_base_bldgsize_ratio",0.615007,0.058382,10.534176,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"arterial",0.067802,0.034916,1.941879,0.052277
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"single_family1story",-0.067623,0.027527,-2.456556,0.014103
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"half_duplex1story",-0.194859,0.07253,-2.686592,0.007272
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"two_plus_baths",0.138388,0.079633,1.737831,0.082378
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"good",0.277387,0.086463,3.208155,0.001355
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"fair",-0.178124,0.024718,-7.206395,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"poor",-0.265616,0.061285,-4.33413,1.5e-05
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"very_poor_unsound",-0.222587,0.106426,-2.091478,0.036598
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"yb_1946_to_1960",0.058356,0.025552,2.28381,0.022476
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ln_garagespaces",0.070449,0.028858,2.441238,0.014714
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"fireplace",0.081507,0.023423,3.47975,0.000512
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"central_air",0.084961,0.027396,3.101285,0.001951
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R402",-0.406289,0.075508,-5.380744,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R404",0.127081,0.054314,2.339753,0.019384
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R405",0.239058,0.040187,5.948698,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R406",0.18554,0.038744,4.788862,2e-06
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R408",0.085826,0.043303,1.981983,0.047604
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R409",0.158705,0.065062,2.439288,0.014794
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R410",0.46146,0.036713,12.569413,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R413",0.296923,0.042456,6.993731,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R414",0.638522,0.05964,10.706298,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R415",0.798606,0.068881,11.593942,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R416",-0.241957,0.10265,-2.357102,0.018504
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R417",0.443686,0.042278,10.494515,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R419",-0.17188,0.066176,-2.597313,0.009457
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R421",-0.170637,0.078832,-2.16456,0.030527
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"ecf_4R422",0.648662,0.058868,11.018976,0
"coefficient","d4_mod_base_23_25","data",NA,NA,"2026-04-01 16:36:09 UTC",NA,2264,0.629835,0.396692,0.388587,0.46759,321.022119,488.224883,809.247002,30,2233,2263,10.700737,0.218641,48.942091,0,0.46759,3015.723398,3198.919828,0.464378,0.382333,"months_10to16",0.022458,0.00331,6.785662,0
