"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","sigma","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value"
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"fair",-0.203549,0.022968,-8.862275,0
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"poor",-0.356077,0.062369,-5.709222,0
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"very_poor_unsound",-0.450153,0.138367,-3.253322,0.001154
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"qabove_avg",0.341845,0.147607,2.315914,0.020634
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"yb_pre_1929",-0.124435,0.027642,-4.501655,7e-06
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"yb_1946_to_1960",0.0982,0.019887,4.93804,1e-06
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"crawl",-0.275551,0.058359,-4.721641,2e-06
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"slab",-0.217386,0.06212,-3.499484,0.000473
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"ln_garagespaces",0.153522,0.022388,6.857378,0
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"fireplace",0.071133,0.019799,3.592828,0.000333
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"central_air",0.070351,0.023347,3.013263,0.002607
"coefficient","d1_mod_time_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.367404,0.134986,0.130415,0.455804,92.04195,589.822142,681.864092,15,2839,2854,6.13613,0.207757,29.535129,0,0.455804,3633.786654,3735.052715,0.454525,0.37313,"months_10to16",0.024187,0.002767,8.742041,0
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"(Intercept)",11.067184,0.026463,418.20595,0
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"ln_landratio",0.215035,0.037121,5.792778,0
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"ln_base_bldgsize_ratio",0.773071,0.054866,14.090256,0
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"half_duplex2story",-0.378955,0.185524,-2.042617,0.041183
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"largest",0.105919,0.040105,2.64101,0.008311
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"good",0.119565,0.06361,1.879652,0.060258
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"fair",-0.202271,0.022845,-8.85414,0
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"poor",-0.358363,0.062113,-5.769548,0
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"very_poor_unsound",-0.413576,0.137697,-3.003517,0.002692
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"qabove_avg",0.310534,0.147456,2.105937,0.035298
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"qbelow_avg",-0.043269,0.021522,-2.010469,0.044476
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"yb_pre_1929",-0.112719,0.02799,-4.027153,5.8e-05
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"yb_1946_to_1960",0.091487,0.019736,4.635568,4e-06
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"crawl",-0.271592,0.058174,-4.668647,3e-06
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"slab",-0.246663,0.061838,-3.988867,6.8e-05
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"ln_garagespaces",0.135453,0.022747,5.954748,0
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"fireplace",0.105751,0.022024,4.80158,2e-06
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"central_air",0.076611,0.023321,3.285127,0.001032
"coefficient","d1_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.593843,0.352649,0.34854,0.452851,316.825083,581.589598,898.414681,18,2836,2854,17.601393,0.205074,85.829513,0,0.452851,3599.656785,3718.793327,0.451341,0.37116,"months_10to16",0.024379,0.002749,8.867005,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"(Intercept)",11.231306,0.028321,396.569778,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ln_landratio",0.076262,0.037464,2.035615,0.041883
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ln_base_bldgsize_ratio",0.742041,0.046559,15.937518,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"half_duplex1story",-0.310949,0.107666,-2.888099,0.003905
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"half_duplex2story",-0.520016,0.172376,-3.016749,0.002578
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"good",0.133727,0.059295,2.255289,0.024192
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"fair",-0.135412,0.021539,-6.286713,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"poor",-0.27898,0.057872,-4.820616,2e-06
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"very_poor_unsound",-0.230087,0.128183,-1.794988,0.072763
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"qbelow_avg",-0.050794,0.021234,-2.392094,0.016818
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"yb_pre_1929",-0.053082,0.026976,-1.967754,0.049194
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"yb_1946_to_1960",0.066172,0.018896,3.501875,0.000469
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"crawl",-0.16538,0.057574,-2.872477,0.004103
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"slab",-0.168976,0.060152,-2.809167,0.005001
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ln_garagespaces",0.099952,0.021338,4.684255,3e-06
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"fireplace",0.056168,0.021268,2.640923,0.008314
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"central_air",0.046156,0.021737,2.123369,0.03381
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R102",-0.207841,0.068027,-3.055263,0.00227
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R103",0.1357,0.052378,2.590777,0.009625
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R105",-0.190586,0.037211,-5.121721,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R106",-0.146258,0.054739,-2.671921,0.007585
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R108",-0.27563,0.037302,-7.389111,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R113",-0.462166,0.062707,-7.370236,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R114",-0.206891,0.060464,-3.4217,0.000631
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R115",0.157688,0.070441,2.238571,0.025262
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R116",0.311074,0.050915,6.109711,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R118",-0.133266,0.043438,-3.067973,0.002176
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R119",-0.238216,0.050074,-4.75725,2e-06
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R122",-0.274367,0.042582,-6.44326,0
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R123",-0.140836,0.057054,-2.468487,0.013628
"coefficient","d1_mod_base_23_25","data",NA,NA,"2026-04-01 13:55:22 UTC",NA,2855,0.670745,0.449899,0.441881,0.419155,404.19604,494.218641,898.414681,41,2813,2854,9.85844,0.175691,56.112395,0,0.419155,3180.899819,3437.043385,0.416061,0.343245,"ecf_1R124",-0.500717,0.082016,-6.105099,0
