"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","sigma","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value"
"coefficient","d5_mod_time_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.514147,0.264347,0.256263,0.736166,124.048799,345.21617,469.264969,7,637,644,17.721257,0.541941,32.699629,0,0.736166,1445.25442,1485.477673,0.731587,0.594882,"poor",-0.353988,0.101323,-3.493674,0.000509
"coefficient","d5_mod_time_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.514147,0.264347,0.256263,0.736166,124.048799,345.21617,469.264969,7,637,644,17.721257,0.541941,32.699629,0,0.736166,1445.25442,1485.477673,0.731587,0.594882,"very_poor_unsound",-0.73277,0.209576,-3.496441,0.000504
"coefficient","d5_mod_time_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.514147,0.264347,0.256263,0.736166,124.048799,345.21617,469.264969,7,637,644,17.721257,0.541941,32.699629,0,0.736166,1445.25442,1485.477673,0.731587,0.594882,"qabove_avg",0.556553,0.087419,6.366471,0
"coefficient","d5_mod_time_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.514147,0.264347,0.256263,0.736166,124.048799,345.21617,469.264969,7,637,644,17.721257,0.541941,32.699629,0,0.736166,1445.25442,1485.477673,0.731587,0.594882,"months_10to16",0.065858,0.009582,6.87275,0
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"(Intercept)",10.864863,0.087184,124.620438,0
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"ln_landratio",0.279206,0.105403,2.648948,0.008276
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"ln_base_bldgsize_ratio",0.870348,0.167919,5.183134,0
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"arterial",-0.16485,0.083941,-1.963878,0.049983
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"single_family1story",0.117314,0.063257,1.854574,0.064123
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"largest",0.192063,0.092375,2.079161,0.038006
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"good",0.835501,0.11059,7.554948,0
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"fair",-0.342444,0.066512,-5.148569,0
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"poor",-0.367652,0.100752,-3.649076,0.000285
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"very_poor_unsound",-0.741192,0.208109,-3.561564,0.000396
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"qabove_avg",0.524214,0.106367,4.928354,1e-06
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"yb_post_1961",-0.457225,0.217093,-2.10613,0.035587
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"fireplace",-0.126384,0.065493,-1.929734,0.054088
"coefficient","d5_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.654641,0.428554,0.416781,0.729712,251.978693,335.994934,587.973627,13,631,644,19.382976,0.53248,36.401317,0,0.729712,1439.791227,1506.829981,0.72175,0.592273,"months_10to16",0.064983,0.009904,6.561151,0
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"(Intercept)",11.052339,0.259429,42.602482,0
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ln_landratio",0.254934,0.095784,2.661546,0.007982
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ln_base_bldgsize_ratio",0.767838,0.123848,6.199846,0
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"single_family1story",0.132882,0.057019,2.33047,0.020104
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"good",0.80412,0.098934,8.127867,0
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"fair",-0.335877,0.059609,-5.634648,0
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"poor",-0.460125,0.091128,-5.049217,1e-06
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"very_poor_unsound",-0.863221,0.201731,-4.279063,2.2e-05
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"qabove_avg",0.423159,0.113576,3.725793,0.000213
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"qbelow_avg",-0.207914,0.117812,-1.764788,0.078096
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"yb_pre_1929",-0.457859,0.252343,-1.814432,0.070098
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"yb_post_1961",-0.740065,0.317214,-2.333011,0.019969
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ln_garagespaces",0.133484,0.06212,2.148822,0.032038
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R503",0.653327,0.218168,2.994611,0.002858
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R504",0.579506,0.133827,4.330251,1.7e-05
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R506",0.483787,0.283124,1.708742,0.088003
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R509",0.810705,0.220816,3.671404,0.000262
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R511",0.624972,0.220763,2.830964,0.004792
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R512",0.660128,0.209218,3.155225,0.001682
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R514",0.768476,0.098292,7.8183,0
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R516",1.18018,0.682283,1.72975,0.084177
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R517",1.396628,0.294205,4.747129,3e-06
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R521",0.61081,0.159816,3.821946,0.000146
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R524",1.952282,0.508388,3.840139,0.000136
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R529",0.83624,0.093895,8.906096,0
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R530",0.989742,0.269648,3.670502,0.000263
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R531",0.276098,0.127008,2.173865,0.030096
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R532",0.555787,0.311031,1.786921,0.074443
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"ecf_5R539",0.427695,0.258776,1.65276,0.09889
"coefficient","d5_mod_base_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,645,0.749668,0.562002,0.541349,0.647109,330.442556,257.531071,587.973627,29,615,644,11.394571,0.41875,27.210935,0,0.647109,1300.249796,1438.796556,0.631881,0.502236,"months_10to16",0.067404,0.008884,7.586977,0
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"(Intercept)",10.558722,0.085164,123.981311,0
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"ln_base_bldgsize_ratio",0.612372,0.14011,4.370657,1.5e-05
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"single_family1story",0.134564,0.050051,2.688541,0.007391
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"smallest",-0.457551,0.242607,-1.885979,0.059816
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"small",-0.376226,0.196235,-1.917215,0.05572
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"large",-0.094045,0.055843,-1.684113,0.092718
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"two_plus_baths",0.146814,0.082313,1.783612,0.075029
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"good",0.932091,0.087868,10.607857,0
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"fair",-0.444984,0.051077,-8.711945,0
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"poor",-0.55992,0.079059,-7.082276,0
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"very_poor_unsound",-1.216619,0.214864,-5.662277,0
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"qabove_avg",0.255079,0.108102,2.359613,0.018637
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"ln_garagespaces",0.163803,0.053358,3.069904,0.002245
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"fireplace",0.101163,0.054079,1.870635,0.061918
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"ecf_5R503",1.067566,0.197705,5.399786,0
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"ecf_5R504",0.715399,0.121268,5.899327,0
"coefficient","d5_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 18:02:03 UTC",NA,594,0.830431,0.689616,0.670737,0.533053,352.906565,158.837172,511.743737,34,559,593,10.379605,0.284145,36.529227,0,0.533053,974.213146,1132.140801,0.51711,0.417405,"ecf_5R506",0.485261,0.261553,1.855303,0.064079
