"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","sigma","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value"
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"smallest",0.124723,0.039161,3.184898,0.001471
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"large",-0.151696,0.040474,-3.748026,0.000184
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"fair",-0.206032,0.028337,-7.270834,0
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"poor",-0.430403,0.058899,-7.307484,0
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"qbelow_avg",-0.054497,0.027907,-1.952813,0.050988
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"yb_pre_1929",-0.120746,0.03557,-3.394579,0.000701
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"yb_post_1961",-0.169761,0.082492,-2.057914,0.039734
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"crawl",0.154911,0.070178,2.20739,0.027406
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"slab",0.312004,0.094536,3.300386,0.000983
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"ln_garagespaces",0.143884,0.033491,4.296208,1.8e-05
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"hot_water",0.182877,0.060961,2.999891,0.002736
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"central_air",0.112472,0.035901,3.132822,0.001758
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"months_1to9",0.011212,0.005924,1.892613,0.058561
"coefficient","d3_mod_time_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.350057,0.12254,0.114701,0.549429,80.22532,574.46342,654.68874,17,1903,1920,4.719136,0.301873,15.632878,0,0.549429,3170.598378,3276.2498,0.546849,0.437928,"months_10to16",0.010652,0.005458,1.951541,0.051139
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"(Intercept)",10.806288,0.0483,223.731748,0
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"ln_base_bldgsize_ratio",0.63626,0.081457,7.810983,0
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"arterial",0.104574,0.04851,2.155721,0.03123
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"half_duplex2story",-1.19613,0.550188,-2.174041,0.029825
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"large",-0.114619,0.042715,-2.683343,0.007352
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"fair",-0.210643,0.028306,-7.441527,0
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"poor",-0.441885,0.058773,-7.518449,0
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"qbelow_avg",-0.062618,0.029204,-2.144164,0.032146
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"yb_pre_1929",-0.094217,0.036726,-2.565392,0.010382
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"yb_post_1961",-0.156471,0.08249,-1.896855,0.057998
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"crawl",0.151906,0.070102,2.166937,0.030363
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"slab",0.297637,0.094576,3.147061,0.001675
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"ln_garagespaces",0.156393,0.033857,4.619172,4e-06
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"fireplace",0.068478,0.035747,1.915616,0.055564
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"hot_water",0.203242,0.061291,3.316012,0.00093
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"central_air",0.120502,0.036008,3.346509,0.000834
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"months_1to9",0.013618,0.005894,2.310678,0.020957
"coefficient","d3_mod_ln_price_no_ecf_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.410604,0.168595,0.161168,0.548805,116.227262,573.158505,689.385766,17,1903,1920,6.836898,0.301187,22.699858,0,0.548805,3166.229791,3271.881213,0.546228,0.437765,"months_10to16",0.010293,0.005452,1.888039,0.059173
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"(Intercept)",10.621523,0.046205,229.87746,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ln_base_bldgsize_ratio",0.452676,0.070152,6.452784,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"half_duplex2story",-1.010768,0.493285,-2.049057,0.040594
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"largest",0.178318,0.076795,2.322006,0.020338
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"fair",-0.172846,0.02603,-6.640272,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"poor",-0.385399,0.053238,-7.239117,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"very_poor_unsound",0.281309,0.166303,1.691543,0.090898
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"qbelow_avg",-0.087257,0.028726,-3.037563,0.002418
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"yb_pre_1929",-0.160624,0.035198,-4.563421,5e-06
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ln_garagespaces",0.106825,0.03087,3.460528,0.000551
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"wall",-0.404568,0.178402,-2.267729,0.023458
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"central_air",0.100655,0.032474,3.099572,0.001967
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R302",0.740929,0.166043,4.462278,9e-06
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R303",0.168266,0.044786,3.75708,0.000177
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R304",-0.165618,0.076575,-2.162818,0.03068
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R306",0.783028,0.072337,10.824712,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R307",0.296072,0.045515,6.504884,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R310",1.032896,0.060372,17.108868,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R311",0.265048,0.092855,2.854439,0.004358
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R314",0.399821,0.069997,5.711981,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R315",0.374769,0.059829,6.263997,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R318",0.353916,0.176402,2.006307,0.044966
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R319",0.134446,0.040773,3.297426,0.000994
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R320",0.276963,0.049226,5.626326,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R322",0.488602,0.059322,8.236439,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R323",0.339425,0.047347,7.168946,0
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R325",0.241613,0.062139,3.888283,0.000104
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"ecf_3R326",-0.416274,0.09877,-4.214575,2.6e-05
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"months_1to9",0.012668,0.005286,2.396489,0.01665
"coefficient","d3_mod_base_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1921,0.580071,0.336482,0.326307,0.491826,231.966086,457.41968,689.385766,29,1891,1920,7.998831,0.241893,33.067638,0,0.491826,2756.927121,2929.305757,0.487971,0.39495,"months_10to16",0.013383,0.004918,2.72145,0.006559
"coefficient","d3_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1801,0.664293,0.441286,0.431173,0.422905,249.745805,316.204476,565.950281,32,1768,1800,7.804556,0.178849,43.637762,0,0.422905,2045.802011,2232.669321,0.419013,0.348899,"(Intercept)",10.633132,0.041405,256.808327,0
"coefficient","d3_mod_base_inliers_23_25","data",NA,NA,"2026-04-01 15:53:26 UTC",NA,1801,0.664293,0.441286,0.431173,0.422905,249.745805,316.204476,565.950281,32,1768,1800,7.804556,0.178849,43.637762,0,0.422905,2045.802011,2232.669321,0.419013,0.348899,"ln_landratio",0.102263,0.059685,1.713381,0.086818
